distance_m;elapsed_time_s;elevation_gain_m;mean_km_per_week;mean_training_days_per_week;gender_binary;level
10952;3523;211,5;23,4131;2,106382979;0;2
10951,9;4076;42,9;35,805175;3,048780488;1;3
10951,7;3037;65;33,88067075;2,301886792;0;2
10950,9;5903;1092,1;32,06867385;2,261538462;0;2
10950,8;3438;83,1;85,100225;6,326086957;0;3
10950,7;3864;57,1;26,93972538;2,2;1;2
10950,5;4355;281;51,28863644;3,796610169;0;3
10949,5;3553;20,8;53,31155238;3,428571429;0;3
10949,5;3823;280,3;22,32507174;2,22826087;0;2
10949,5;4459;298;24,57898271;2,247663551;0;2
10949,4;4509;395,1;32,05869068;2,949152542;1;2
10949;3408;113,4;29,16997484;2,366242038;0;2
10949;3640;263;27,11409602;2,462686567;0;2
10948,4;3458;192,8;31,64926337;2,238683128;0;3
10947,6;3969;190,6;32,33405465;2,918604651;0;2
10947,6;4159;616;22,34875467;1,906666667;0;2
10947,1;3652;280,7;39,94094043;3,468085106;1;3
10946,7;3713;167,1;15,6107747;1,56626506;0;2
10945,6;3491;87;28,21866111;2,272222222;0;2
10943,4;3469;35;26,42394618;2,145454545;0;2
10943,3;3367;62;29,16997484;2,366242038;0;2
10942,8;3676;39,3;34,06376075;2,691588785;0;2
10942,7;15657;473;27,11409602;2,462686567;0;2
10942;3323;13,7;29,16997484;2,366242038;0;2
10941,6;3919;39,1;16,18071008;1,823529412;1;2
10941,4;3365;43;28,21866111;2,272222222;0;2
10941,1;3896;191;74,12692662;5,179856115;0;3
10941;3451;104;49,83286849;3,903361345;0;3
10940,8;3906;12,2;37,34840617;3,172839506;0;2
10940,6;3364;54;55,17231143;3,96;0;3
10940,2;3951;77,4;35,805175;3,048780488;1;3
10940;3333;78,4;29,16997484;2,366242038;0;2
10940;3434;128,5;29,16997484;2,366242038;0;2
10940;3690;201;23,4131;2,106382979;0;2
10939,9;3853;226,5;18,72186822;1,635658915;0;2
10939,8;3789;47;21,55697246;2,014492754;0;2
10939,6;4394;221,3;20,7718675;2,075;1;2
10939,4;6706;103,6;42,81280479;3,323943662;0;3
10938,9;3353;50;55,17231143;3,96;0;3
10938,9;4448;343;32,77798121;2,731543624;0;2
10938,8;3847;209,5;21,61906646;2,012658228;0;2
10938,2;4082;410;51,28863644;3,796610169;0;3
10938,1;4096;150,6;49,11819406;3,559440559;0;3
10938;3687;24,9;15,6107747;1,56626506;0;2
10938;3861;611;32,40464657;2,783393502;0;2
10938;3968;121;37,90207398;3,520325203;0;2
10936,7;3329;40;49,83286849;3,903361345;0;3
10936,6;3759;250,5;29,16997484;2,366242038;0;2
10936,1;3850;308;32,43651165;2,446601942;0;2
10936;3383;92;35,42519715;2,544483986;0;2
10936;3483;211;74,12692662;5,179856115;0;3
10936;3572;103;21,40506514;2,220183486;1;2
10935,6;4003;294;32,77798121;2,731543624;0;2
10935,3;3011;47,8;35,01329236;3,649681529;0;3
10935,1;2239;74,4;22,99254251;2,173913043;0;2
10935;3841;86;32,40464657;2,783393502;0;2
10934,5;3857;248,9;32,33405465;2,918604651;0;2
10934;3530;75;48,46767133;4,251748252;0;3
10933;4461;499;32,40464657;2,783393502;0;2
10932,8;3714;49;49,83286849;3,903361345;0;3
10932,3;3508;617,3;26,70785694;2,4375;0;2
10931,5;3271;112;48,57342128;3,964539007;0;2
10931,3;4048;24;25,96158194;2,656387665;0;2
10931,1;3912;309;31,63460946;2,243243243;0;2
10930,5;7631;842,1;32,91861949;2,861538462;0;3
10930,4;3339;257;27,11409602;2,462686567;0;2
10929,2;3878;52,5;49,11819406;3,559440559;0;3
10927,8;3405;56;32,40464657;2,783393502;0;2
10927,7;3778;49,4;35,805175;3,048780488;1;3
10927,7;3815;322;51,28863644;3,796610169;0;3
10927,2;3874;92;26,42394618;2,145454545;0;2
10926,8;2951;77;52,1345837;5,75;0;3
10926,2;2881;177,2;35,01329236;3,649681529;0;3
10926;2423;1069;27,43548981;2,055555556;1;2
10925,3;3478;159;29,16997484;2,366242038;0;2
10925;3493;48;55,17231143;3,96;0;3
10924,9;4164;245,5;34,54931222;2,533333333;0;2
10924,2;3798;44;21,55697246;2,014492754;0;2
10923,7;3640;175;51,28863644;3,796610169;0;3
10923,2;4288;144;26,42394618;2,145454545;0;2
10922,9;3459;13;29,28912177;2,306122449;0;2
10922,8;2608;38,8;22,99254251;2,173913043;0;2
10921,3;3602;19;53,04576144;4,509803922;0;3
10921;3606;43;55,17231143;3,96;0;3
10920,1;3439;47;74,12692662;5,179856115;0;3
10920,1;3975;383;25,96158194;2,656387665;0;2
10920;3348;139,4;25,96158194;2,656387665;0;2
10919,8;3648;0;35,805175;3,048780488;1;3
10919,7;3570;46;55,17231143;3,96;0;3
10918,1;3240;37;55,17231143;3,96;0;3
10917,7;3391;59,1;85,100225;6,326086957;0;3
10917,4;3274;105,5;29,16997484;2,366242038;0;2
10917,3;3973;377;35,42519715;2,544483986;0;2
10917,2;3210;169;35,55126737;2,78245614;1;3
10917;3611;163;48,46767133;4,251748252;0;3
10916,9;4020;897,7;42,81280479;3,323943662;0;3
10916,8;3099;89,3;85,100225;6,326086957;0;3
10916,8;3375;39,4;25,80203762;2,732673267;0;2
10916,4;2963;24;49,83286849;3,903361345;0;3
10916,1;3565;234;32,43651165;2,446601942;0;2
10915,9;4149;211,3;35,55126737;2,78245614;1;3
10915,9;4624;30,4;10,91062093;1,534883721;1;2
10915,8;2828;26;49,83286849;3,903361345;0;3
10915,8;3924;282;29,28912177;2,306122449;0;2
10915,7;3168;6;15,43187159;1,869318182;0;2
10915,3;3658;49;55,17231143;3,96;0;3
10913,4;3717;29,6;30,50147568;2,8;1;2
10913,4;6060;797,6;29,16997484;2,366242038;0;2
10913,3;3037;70,1;38,475968;3,34;1;2
10912,9;3882;44;56,81350076;5,114503817;1;3
10912,9;3882;44;56,81350076;5,114503817;1;3
10912;3453;597;26,15680562;2,404494382;0;2
10911,9;4150;402;51,28863644;3,796610169;0;3
10911,6;4292;65,6;28,6775641;2,115384615;0;2
10911,2;4389;60,1;12,21489853;1,676470588;1;2
10911;4151;116;37,90207398;3,520325203;0;2
10910,6;3797;195;28,21866111;2,272222222;0;2
10909,9;3314;139,9;29,16997484;2,366242038;0;2
10909,5;3221;241,2;14,60037528;1,393258427;0;2
10909,5;3363;324;23,4131;2,106382979;0;2
10909,3;4204;277,6;32,05869068;2,949152542;1;2
10909;3160;56,3;29,16997484;2,366242038;0;2
10908,6;3489;46;55,17231143;3,96;0;3
10908,5;3559;27;34,54931222;2,533333333;0;2
10908,4;3401;45;26,42394618;2,145454545;0;2
10908,3;4266;75;21,55697246;2,014492754;0;2
10908;3740;65,1;35,42519715;2,544483986;0;2
10907,4;3236;120;48,57342128;3,964539007;0;2
10907,2;4557;165;26,47819712;2,49201278;0;2
10907;3776;170,3;30,50147568;2,8;1;2
10906,9;4119;43;32,43651165;2,446601942;0;2
10905,8;3924;144,9;22,99254251;2,173913043;0;2
10905,2;3741;44;55,17231143;3,96;0;3
10905;4009;391,2;28,73009742;2,812903226;1;2
10904,9;3805;24,1;32,40464657;2,783393502;0;2
10904,3;2837;91;49,83286849;3,903361345;0;3
10904,1;3838;28,6;26,47819712;2,49201278;0;2
10904;3460;208,3;35,42519715;2,544483986;0;2
10903;3456;19;27,79998768;2,611374408;0;2
10902,9;3369;82,9;26,70785694;2,4375;0;2
10902,3;3512;140,9;56,81350076;5,114503817;1;3
10902,3;3512;140,9;56,81350076;5,114503817;1;3
10901,9;3277;135,5;29,16997484;2,366242038;0;2
10901,8;3974;45;21,55697246;2,014492754;0;2
10901,7;3593;29,2;37,34840617;3,172839506;0;2
10901,1;3778;145,6;18,72186822;1,635658915;0;2
10900,8;4424;36,9;16,18071008;1,823529412;1;2
10900,1;6792;953;26,47819712;2,49201278;0;2
10899,8;3469;160;51,28863644;3,796610169;0;3
10899,5;3448;41,6;33,13721136;2,352272727;0;2
10899,3;3371;237,8;42,81280479;3,323943662;0;3
10898,9;3912;44;21,55697246;2,014492754;0;2
10898,7;3381;142,1;29,16997484;2,366242038;0;2
10898,4;3920;18,8;39,94094043;3,468085106;1;3
10897,9;3814;134;32,43651165;2,446601942;0;2
10897;3483;64;44,22259315;2,835616438;1;2
10895,6;3695;176;28,21866111;2,272222222;0;2
10895,3;3874;49;32,40464657;2,783393502;0;2
10895,3;4207;361;28,73009742;2,812903226;1;2
10894,6;3494;83;51,28863644;3,796610169;0;3
10894,6;4029;342;26,15680562;2,404494382;0;2
10894,5;3663;46;37,34840617;3,172839506;0;2
10894,3;3697;211,5;21,61906646;2,012658228;0;2
10894,3;8038;1016;26,47819712;2,49201278;0;2
10894;3364;62,1;29,16997484;2,366242038;0;2
10894;3427;388;48,46767133;4,251748252;0;3
10893;4383;618;27,43548981;2,055555556;1;2
10893;4744;268;44,22259315;2,835616438;1;2
10892;3356;72;32,40464657;2,783393502;0;2
10892;4086;199,4;23,4131;2,106382979;0;2
10891,9;4080;180,4;26,42394618;2,145454545;0;2
10891,8;3618;247;49,83286849;3,903361345;0;3
10891,5;3567;45;21,55697246;2,014492754;0;2
10890,6;4089;201,9;32,05869068;2,949152542;1;2
10890,1;3824;47;48,57342128;3,964539007;0;2
10890;3630;201;25,80203762;2,732673267;0;2
10889,9;3083;118,6;26,15680562;2,404494382;0;2
10889,8;3450;39;55,17231143;3,96;0;3
10889;3628;186,6;48,46767133;4,251748252;0;3
10888,9;3861;221;26,42394618;2,145454545;0;2
10888,8;4075;94;21,43150709;1,724409449;0;2
10888,8;4102;117;22,99254251;2,173913043;0;2
10888,6;3055;0;36,5462183;3,006535948;0;3
10888,6;6713;707,8;24,57898271;2,247663551;0;2
10888,1;3708;63,8;29,16997484;2,366242038;0;2
10887,8;3442;10,5;29,16997484;2,366242038;0;2
10887,3;4044;69,5;16,18071008;1,823529412;1;2
10886,8;2855;198,8;35,01329236;3,649681529;0;3
10886;3432;201,4;24,57898271;2,247663551;0;2
10886;8523;1185;15,38307037;1,888888889;1;2
10885,4;3530;50;49,80321538;4,923076923;0;2
10885,3;3600;19,9;53,31155238;3,428571429;0;3
10885;3792;394;32,40464657;2,783393502;0;2
10885;4999;270;30,0347156;2,770642202;1;2
10884,6;4971;691;36,5462183;3,006535948;0;3
10884;3673;84,2;14,60037528;1,393258427;0;2
10883,9;3712;16,8;27,79998768;2,611374408;0;2
10883,7;3811;156;31,63460946;2,243243243;0;2
10883,2;3487;79,9;33,63371754;2,280701754;1;2
10882,9;4253;396,8;34,54931222;2,533333333;0;2
10882,7;3201;144,3;23,4131;2,106382979;0;2
10882,4;3422;87,1;28,21866111;2,272222222;0;2
10882,2;3594;595;22,11056038;1,830188679;0;2
10882;4490;27,8;35,42519715;2,544483986;0;2
10881,5;2943;28,8;42,81280479;3,323943662;0;3
10881;3627;49;55,17231143;3,96;0;3
10880,1;3227;171,1;49,83286849;3,903361345;0;3
10879,4;3068;23;49,83286849;3,903361345;0;3
10879,3;3934;34;20,18033043;2,277173913;1;2
10879,1;3200;134,5;31,64926337;2,238683128;0;3
10878,9;3377;289,4;31,64926337;2,238683128;0;3
10878,7;3413;224,8;34,30544052;2,758169935;0;2
10878,5;3360;64;55,17231143;3,96;0;3
10877,9;4011;30;15,43187159;1,869318182;0;2
10877,7;3660;16,4;30,50147568;2,8;1;2
10877,5;4632;340,7;32,05869068;2,949152542;1;2
10876,7;3173;235,2;31,64926337;2,238683128;0;3
10876,4;3992;368,7;48,57342128;3,964539007;0;2
10876;3651;52,5;28,73009742;2,812903226;1;2
10875,8;3532;42;55,17231143;3,96;0;3
10875,6;2947;26;49,83286849;3,903361345;0;3
10875,6;3391;51;55,17231143;3,96;0;3
10875,6;3452;227,2;31,64926337;2,238683128;0;3
10875,3;5365;44;15,65447328;1,948275862;1;2
10875;3474;193;32,77798121;2,731543624;0;2
10874,8;3477;123;48,57342128;3,964539007;0;2
10874,7;3753;84,6;21,61906646;2,012658228;0;2
10874,6;2776;33;48,57342128;3,964539007;0;2
10874,4;2210;162,2;85,100225;6,326086957;0;3
10873,7;2415;13;52,1345837;5,75;0;3
10873;3469;12;32,40464657;2,783393502;0;2
10872,8;2733;25;49,83286849;3,903361345;0;3
10872,3;7747;1099;32,40464657;2,783393502;0;2
10872;4131;228;29,28912177;2,306122449;0;2
10871,7;3735;163;48,57342128;3,964539007;0;2
10871;4021;118,2;28,73009742;2,812903226;1;2
10870,3;2796;105,8;34,54931222;2,533333333;0;2
10870,3;3369;48;56,81350076;5,114503817;1;3
10870,3;3369;48;56,81350076;5,114503817;1;3
10869,7;3625;261,5;22,11056038;1,830188679;0;2
10869,5;3598;219;51,28863644;3,796610169;0;3
10869;3912;292;29,28912177;2,306122449;0;2
10868,8;3019;83,9;85,100225;6,326086957;0;3
10868,2;3644;0;20,18033043;2,277173913;1;2
10868,1;3359;115,3;29,16997484;2,366242038;0;2
10868,1;4948;439;26,42394618;2,145454545;0;2
10867,9;3578;57;32,40464657;2,783393502;0;2
10867,3;3475;221;16,79841062;1,539823009;1;2
10867,1;4635;159,4;17,062791;1,91;1;2
10867;4027;117;32,40464657;2,783393502;0;2
10866,8;3697;402;42,81280479;3,323943662;0;3
10866,7;3775;235;26,15680562;2,404494382;0;2
10866,2;3679;217;21,61906646;2,012658228;0;2
10865,8;3117;85,1;85,100225;6,326086957;0;3
10865;4497;408;20,18033043;2,277173913;1;2
10864,6;3869;48;21,55697246;2,014492754;0;2
10864;9081;1620;35,42519715;2,544483986;0;2
10862,5;3722;65,7;26,93972538;2,2;1;2
10862,4;3395;81,7;53,04576144;4,509803922;0;3
10862,4;8257;1414;32,33405465;2,918604651;0;2
10862,3;3197;37;25,96158194;2,656387665;0;2
10862,3;3601;0;35,01329236;3,649681529;0;3
10862,2;3248;122;51,28863644;3,796610169;0;3
10862;3471;84,1;29,16997484;2,366242038;0;2
10862;4043;307,6;30,0347156;2,770642202;1;2
10862;4070;40,2;35,805175;3,048780488;1;3
10861,9;3117;60;36,5462183;3,006535948;0;3
10861,5;3242;0;21,43150709;1,724409449;0;2
10861,3;3480;164,8;14,60037528;1,393258427;0;2
10861,1;2797;0;26,15680562;2,404494382;0;2
10861;2535;151,6;49,83286849;3,903361345;0;3
10860,5;3321;51;56,81350076;5,114503817;1;3
10860,5;3321;51;56,81350076;5,114503817;1;3
10860,4;3465;0;24,81411417;2,183333333;1;2
10860,2;2745;20,2;26,70785694;2,4375;0;2
10860;3359;33,2;26,70785694;2,4375;0;2
10860;3558;288,5;34,30544052;2,758169935;0;2
10859,8;4083;69;32,40464657;2,783393502;0;2
10859,8;4652;371,1;32,77798121;2,731543624;0;2
10859,4;3583;213,3;21,61906646;2,012658228;0;2
10859,2;3460;55;25,80203762;2,732673267;0;2
10859,1;3185;19,2;53,04576144;4,509803922;0;3
10859;3057;90,6;27,38660654;2,411214953;0;2
10859;3171;128,4;26,15680562;2,404494382;0;2
10858,4;4118;98;26,47819712;2,49201278;0;2
10858,3;3604;10,8;27,79998768;2,611374408;0;2
10857,2;4084;310;27,79998768;2,611374408;0;2
10856,5;3486;277,1;31,64926337;2,238683128;0;3
10856,3;3341;141;29,16997484;2,366242038;0;2
10856,2;3208;96,2;22,11056038;1,830188679;0;2
10856;7288;1247;25,59271481;2,101851852;0;2
10855,9;3114;43;23,4131;2,106382979;0;2
10855,9;3638;212,7;39,94094043;3,468085106;1;3
10855,5;3800;184,4;32,40464657;2,783393502;0;2
10855;3855;28;33,13721136;2,352272727;0;2
10854,3;4031;271,7;32,05869068;2,949152542;1;2
10853,9;3881;49;21,55697246;2,014492754;0;2
10853,8;4123;317,2;38,475968;3,34;1;2
10853,6;3171;56,9;31,70451304;2,739130435;0;2
10853,6;5758;920;31,63460946;2,243243243;0;2
10853,4;4887;377,1;32,05869068;2,949152542;1;2
10853,3;3827;267;32,43651165;2,446601942;0;2
10852,7;3418;534,9;42,81280479;3,323943662;0;3
10852,7;3760;44;21,55697246;2,014492754;0;2
10852,6;3206;114,7;29,16997484;2,366242038;0;2
10852,4;3219;107,4;29,16997484;2,366242038;0;2
10852,1;3248;57,3;34,30544052;2,758169935;0;2
10852;3458;227;32,43651165;2,446601942;0;2
10852;3548;30,5;37,34840617;3,172839506;0;2
10851,4;3802;50;21,55697246;2,014492754;0;2
10851,2;3859;48;21,55697246;2,014492754;0;2
10850,9;2945;38;33,13721136;2,352272727;0;2
10850,6;3631;151,2;33,63371754;2,280701754;1;2
10850,6;4646;637;15,38307037;1,888888889;1;2
10850;3775;302,4;27,38660654;2,411214953;0;2
10849,7;3883;50;21,55697246;2,014492754;0;2
10849,1;3229;88;52,1345837;5,75;0;3
10849;3640;82;26,47819712;2,49201278;0;2
10849;5206;569;32,40464657;2,783393502;0;2
10848,6;3603;130,1;32,79745989;2,962566845;1;2
10848,3;3894;177,4;21,61906646;2,012658228;0;2
10847,8;3797;47;21,55697246;2,014492754;0;2
10847,4;3304;144,8;29,16997484;2,366242038;0;2
10847,2;3523;0;27,79998768;2,611374408;0;2
10846,1;3360;32;32,40464657;2,783393502;0;2
10845,8;4050;423;27,11409602;2,462686567;0;2
10845,7;3198;151,4;20,18033043;2,277173913;1;2
10845,2;4396;66,5;35,805175;3,048780488;1;3
10845,2;12656;421,8;24,44736727;2,345454545;0;2
10845;3371;66,2;29,16997484;2,366242038;0;2
10845;3757;126,4;27,79998768;2,611374408;0;2
10844,9;3475;49;56,81350076;5,114503817;1;3
10844,9;3475;49;56,81350076;5,114503817;1;3
10844,7;3760;51;21,55697246;2,014492754;0;2
10844,5;3825;302;32,77798121;2,731543624;0;2
10844,4;2808;101,8;85,100225;6,326086957;0;3
10844,2;3049;21,9;14,60037528;1,393258427;0;2
10844,2;3610;57;48,46767133;4,251748252;0;3
10844;3548;87;56,81350076;5,114503817;1;3
10844;3548;87;56,81350076;5,114503817;1;3
10843,7;3785;102;16,79841062;1,539823009;1;2
10843,3;3226;21,4;32,91861949;2,861538462;0;3
10843;3585;313;25,80203762;2,732673267;0;2
10842,6;5089;342;15,65447328;1,948275862;1;2
10842,5;3361;60,1;32,06867385;2,261538462;0;2
10842,2;4126;166,9;35,805175;3,048780488;1;3
10842,1;6270;544,4;21,43150709;1,724409449;0;2
10842;3248;18,7;32,79745989;2,962566845;1;2
10842;3419;238,3;23,4131;2,106382979;0;2
10842;3431;151,3;33,63371754;2,280701754;1;2
10841,8;2616;311;74,12692662;5,179856115;0;3
10841,3;3675;111;74,12692662;5,179856115;0;3
10841;3976;293,4;35,42519715;2,544483986;0;2
10840,8;3375;10,5;29,16997484;2,366242038;0;2
10840,6;3827;194,6;24,57898271;2,247663551;0;2
10840,2;2985;564;48,57342128;3,964539007;0;2
10840,2;3846;57,4;21,55697246;2,014492754;0;2
10840,1;3867;35;55,17231143;3,96;0;3
10839,7;3915;608;31,63460946;2,243243243;0;2
10839,6;4911;251;51,28863644;3,796610169;0;3
10839,2;3105;595;22,99254251;2,173913043;0;2
10838,8;4474;161,9;17,062791;1,91;1;2
10838,2;7401;131,7;15,65447328;1,948275862;1;2
10838,1;3227;264,3;35,01329236;3,649681529;0;3
10836,9;3002;135,3;24,44736727;2,345454545;0;2
10836,4;3590;30,3;39,94094043;3,468085106;1;3
10836,3;3451;58,9;49,11819406;3,559440559;0;3
10836,2;3192;145,1;29,16997484;2,366242038;0;2
10836;3696;102,2;35,42519715;2,544483986;0;2
10835,7;2847;27;35,01329236;3,649681529;0;3
10835,2;3706;67;28,6775641;2,115384615;0;2
10834,6;2935;165;32,40464657;2,783393502;0;2
10834,5;3559;199,1;30,50147568;2,8;1;2
10834,2;3604;17;28,21866111;2,272222222;0;2
10834;3392;242;44,22259315;2,835616438;1;2
10833,8;3189;126,9;29,16997484;2,366242038;0;2
10833,8;3946;52,7;30,50147568;2,8;1;2
10833,3;3885;292;29,28912177;2,306122449;0;2
10833;4238;162;16,79841062;1,539823009;1;2
10832,6;3293;278,3;26,70785694;2,4375;0;2
10832,5;4179;57,4;21,40506514;2,220183486;1;2
10832,2;3846;195,5;30,50147568;2,8;1;2
10832;3265;125,8;27,38660654;2,411214953;0;2
10831,9;3790;52;21,55697246;2,014492754;0;2
10831,8;3480;41;55,17231143;3,96;0;3
10831;3263;173,8;23,4131;2,106382979;0;2
10830;3982;165;15,38307037;1,888888889;1;2
10829,6;3335;254,7;21,61906646;2,012658228;0;2
10829,6;3335;254,7;39,94094043;3,468085106;1;3
10829,5;3970;32,4;24,57898271;2,247663551;0;2
10829,4;3027;114,6;26,70785694;2,4375;0;2
10828,4;3480;140,3;35,55126737;2,78245614;1;3
10828,3;4001;323,8;34,54931222;2,533333333;0;2
10827,3;4300;648,8;30,50147568;2,8;1;2
10827;3210;43,1;29,16997484;2,366242038;0;2
10827;3654;169,9;26,15680562;2,404494382;0;2
10826,9;3844;33,8;20,18033043;2,277173913;1;2
10826,6;3640;125;28,21866111;2,272222222;0;2
10826,6;3766;51;21,55697246;2,014492754;0;2
10826,4;4287;777;32,40464657;2,783393502;0;2
10826,2;3392;286,6;31,64926337;2,238683128;0;3
10826,1;3627;205;30,50147568;2,8;1;2
10826;3278;66,6;28,76237419;1,720430108;0;2
10826;3295;42,4;29,16997484;2,366242038;0;2
10826;3636;228;44,22259315;2,835616438;1;2
10826;5229;691,4;35,42519715;2,544483986;0;2
10825,6;3365;98,5;35,55126737;2,78245614;1;3
10825,3;3556;108,1;29,16997484;2,366242038;0;2
10824,8;3054;83,3;38,475968;3,34;1;2
10824;3614;52,4;28,73009742;2,812903226;1;2
10824;3665;53;21,55697246;2,014492754;0;2
10823,8;3592;47,3;20,18033043;2,277173913;1;2
10822,9;3128;312;29,28912177;2,306122449;0;2
10822,8;3001;21;24,44736727;2,345454545;0;2
10822;3928;420,5;31,65486517;2,876404494;0;2
10821,7;2840;119;52,1345837;5,75;0;3
10821,6;3967;319;26,47819712;2,49201278;0;2
10821,1;2919;23,8;42,81280479;3,323943662;0;3
10821;2971;350;28,76237419;1,720430108;0;2
10821;3063;85,6;27,38660654;2,411214953;0;2
10820,9;3353;82,3;23,41419492;1,949152542;0;2
10820,8;3717;46;21,55697246;2,014492754;0;2
10820,4;3600;38,1;20,18033043;2,277173913;1;2
10820,2;3487;50,9;35,01329236;3,649681529;0;3
10819,4;3438;50;21,55697246;2,014492754;0;2
10819,3;2965;55,9;85,100225;6,326086957;0;3
10818,9;3733;82,1;15,65447328;1,948275862;1;2
10818,8;3396;54,9;27,79998768;2,611374408;0;2
10817,4;2942;50,6;49,83286849;3,903361345;0;3
10817;3781;99,8;37,90207398;3,520325203;0;2
10816,8;3758;106,6;49,11819406;3,559440559;0;3
10816,7;3232;295;34,30544052;2,758169935;0;2
10816,7;3485;109,1;30,50147568;2,8;1;2
10816,3;3476;46;22,11056038;1,830188679;0;2
10816,3;3943;257,5;35,42519715;2,544483986;0;2
10816,1;3702;605;26,15680562;2,404494382;0;2
10816;3724;54,1;28,73009742;2,812903226;1;2
10815,8;3537;151,6;29,16997484;2,366242038;0;2
10815,4;3620;108,4;49,11819406;3,559440559;0;3
10815,2;3612;176;48,57342128;3,964539007;0;2
10814,7;3788;0;20,18033043;2,277173913;1;2
10814,1;4988;293;31,63460946;2,243243243;0;2
10813,4;4588;360,7;30,50147568;2,8;1;2
10813,3;3668;26;27,11409602;2,462686567;0;2
10812,9;3441;111;26,15680562;2,404494382;0;2
10812,8;3052;234;34,30544052;2,758169935;0;2
10812,5;3133;65,1;32,06867385;2,261538462;0;2
10812,5;3363;100,5;35,55126737;2,78245614;1;3
10811,5;3901;208,9;18,58766481;2,037037037;0;2
10811;4200;67,2;33,13721136;2,352272727;0;2
10810,6;3256;131;26,42394618;2,145454545;0;2
10810;3783;206;15,38307037;1,888888889;1;2
10809,4;3771;33,4;26,70785694;2,4375;0;2
10809,1;3056;301;26,42394618;2,145454545;0;2
10809;3415;102;32,40464657;2,783393502;0;2
10809;3849;97;38,475968;3,34;1;2
10808,8;7325;904;26,47819712;2,49201278;0;2
10808,7;3629;27;24,24953391;1,973913043;0;2
10808,5;3260;11;29,28912177;2,306122449;0;2
10808;3492;44;36,5462183;3,006535948;0;3
10808;3579;29,2;22,99254251;2,173913043;0;2
10807,7;3136;0;32,91861949;2,861538462;0;3
10807,4;3400;162,2;53,31155238;3,428571429;0;3
10807,2;2779;267,5;32,91861949;2,861538462;0;3
10807,2;3476;48;74,12692662;5,179856115;0;3
10807,1;3711;153,1;29,16997484;2,366242038;0;2
10807;3173;85,6;27,38660654;2,411214953;0;2
10807;3492;57;15,43187159;1,869318182;0;2
10807;4436;511,7;31,65486517;2,876404494;0;2
10806,9;2849;143,1;21,61906646;2,012658228;0;2
10806,4;2954;100,8;85,100225;6,326086957;0;3
10806,2;4918;112,2;26,93972538;2,2;1;2
10806,2;8816;805,1;24,81411417;2,183333333;1;2
10806;3377;41;27,79998768;2,611374408;0;2
10805,9;4123;245;29,28912177;2,306122449;0;2
10805,8;4291;146;37,90207398;3,520325203;0;2
10805,7;4329;257,5;24,81411417;2,183333333;1;2
10805,5;2738;73;22,99254251;2,173913043;0;2
10805,1;3858;103,5;49,11819406;3,559440559;0;3
10804,9;3684;163,6;29,16997484;2,366242038;0;2
10804,7;3497;157;36,5462183;3,006535948;0;3
10804,6;2969;42,7;22,99254251;2,173913043;0;2
10802,7;3061;146,6;27,38660654;2,411214953;0;2
10802,7;3337;37;55,17231143;3,96;0;3
10801,1;5932;1113,1;31,64926337;2,238683128;0;3
10800,7;2454;303;49,83286849;3,903361345;0;3
10800,6;3891;50;21,55697246;2,014492754;0;2
10800,5;3263;152,3;29,16997484;2,366242038;0;2
10800,5;3629;76,5;34,06376075;2,691588785;0;2
10800,3;3306;121;32,43651165;2,446601942;0;2
10800,3;3664;47;21,55697246;2,014492754;0;2
10800,2;5114;612;26,47819712;2,49201278;0;2
10800;3022;0;48,57342128;3,964539007;0;2
10799,9;3193;141,2;29,16997484;2,366242038;0;2
10799,9;3790;108;29,16997484;2,366242038;0;2
10799,2;3468;272,1;30,50147568;2,8;1;2
10799,1;3868;48;21,55697246;2,014492754;0;2
10799,1;4400;174;55,17231143;3,96;0;3
10798,5;2962;74;52,1345837;5,75;0;3
10798,5;3999;62,2;37,90207398;3,520325203;0;2
10798;3688;254,4;53,31155238;3,428571429;0;3
10797,8;3702;143,6;15,6107747;1,56626506;0;2
10797,7;2900;81;52,1345837;5,75;0;3
10797,7;3751;52;21,55697246;2,014492754;0;2
10797,5;7346;421;35,42519715;2,544483986;0;2
10797,3;4047;305,5;22,32507174;2,22826087;0;2
10797,1;3136;45;22,86740702;2,368421053;0;2
10796,9;4122;22,1;32,40464657;2,783393502;0;2
10796,8;3455;27,4;34,06376075;2,691588785;0;2
10796,6;3817;180,8;30,50147568;2,8;1;2
10796,6;3824;18,6;35,805175;3,048780488;1;3
10795,9;2865;35;52,1345837;5,75;0;3
10795,8;2689;140;28,21866111;2,272222222;0;2
10795,8;4236;44;21,55697246;2,014492754;0;2
10795,7;3177;89,2;31,70451304;2,739130435;0;2
10795,7;3936;305;29,28912177;2,306122449;0;2
10795,6;3726;164;28,21866111;2,272222222;0;2
10795,5;3678;28;33,88067075;2,301886792;0;2
10795,5;3773;37,5;30,50147568;2,8;1;2
10795;3533;150,3;48,46767133;4,251748252;0;3
10794,7;4055;237;29,28912177;2,306122449;0;2
10794,6;3524;37;22,99254251;2,173913043;0;2
10794,3;2985;380;33,02951532;2,657657658;0;2
10794,3;3594;46;21,55697246;2,014492754;0;2
10794,1;3600;51;55,17231143;3,96;0;3
10794,1;3668;164;74,12692662;5,179856115;0;3
10794;3642;350;24,57898271;2,247663551;0;2
10794;3721;136;27,43548981;2,055555556;1;2
10793;3826;390,1;28,73009742;2,812903226;1;2
10793;4082;176;32,77798121;2,731543624;0;2
